Tarih,Otel Adı,Oda Tipi,Board Type,İptal Poliçesi,Fiyat,Para Birimi,Müsaitlik,Milliyet
2025-05-19,Address Istanbul,Premier City View*,Bed and Breakfast,Refundable,200.16,EUR,Available,TN
2025-05-20,Address Istanbul,Premier City View*,Bed and Breakfast,Refundable,200.16,EUR,Available,TN
2025-05-21,Address Istanbul,Premier City View*,Bed and Breakfast,Refundable,200.16,EUR,Available,TN
2025-05-15,Address Istanbul,deluxe city view king,Bed and Breakfast,Non-refundable,200.7,EUR,Available,TN
2025-05-16,Address Istanbul,deluxe city view king,Bed and Breakfast,Non-refundable,200.7,EUR,Available,TN
2025-05-17,Address Istanbul,deluxe city view king,Bed and Breakfast,Non-refundable,200.7,EUR,Available,TN
2025-05-18,Address Istanbul,deluxe city view king,Bed and Breakfast,Non-refundable,200.7,EUR,Available,TN
2025-05-19,Address Istanbul,deluxe city view king,Bed and Breakfast,Non-refundable,200.7,EUR,Available,TN
2025-05-20,Address Istanbul,deluxe city view king,Bed and Breakfast,Non-refundable,200.7,EUR,Available,TN
2025-05-21,Address Istanbul,deluxe city view king,Bed and Breakfast,Non-refundable,200.7,EUR,Available,TN
2025-05-15,Address Istanbul,Premier City View Room Premier City View Room,Breakfast,Refundable,218.24,EUR,Available,TN
2025-05-16,Address Istanbul,Premier City View Room Premier City View Room,Breakfast,Refundable,218.24,EUR,Available,TN
2025-05-17,Address Istanbul,Premier City View Room Premier City View Room,Breakfast,Refundable,218.24,EUR,Available,TN
2025-05-18,Address Istanbul,Premier City View Room Premier City View Room,Breakfast,Refundable,218.24,EUR,Available,TN
2025-05-19,Address Istanbul,Premier City View Room Premier City View Room,Breakfast,Refundable,218.24,EUR,Available,TN
2025-05-20,Address Istanbul,Premier City View Room Premier City View Room,Breakfast,Refundable,218.24,EUR,Available,TN
2025-05-21,Address Istanbul,Premier City View Room Premier City View Room,Breakfast,Refundable,218.24,EUR,Available,TN
2025-05-15,Address Istanbul,"Deluxe City View Twin,1 King Bed,Nonsmoking",Breakfast included,Non-refundable,241.11,EUR,Available,TN
2025-05-16,Address Istanbul,"Deluxe City View Twin,1 King Bed,Nonsmoking",Breakfast included,Non-refundable,241.11,EUR,Available,TN
2025-05-17,Address Istanbul,"Deluxe City View Twin,1 King Bed,Nonsmoking",Breakfast included,Non-refundable,241.11,EUR,Available,TN
2025-05-18,Address Istanbul,"Deluxe City View Twin,1 King Bed,Nonsmoking",Breakfast included,Non-refundable,241.11,EUR,Available,TN
2025-05-19,Address Istanbul,"Deluxe City View Twin,1 King Bed,Nonsmoking",Breakfast included,Non-refundable,241.11,EUR,Available,TN
2025-05-20,Address Istanbul,"Deluxe City View Twin,1 King Bed,Nonsmoking",Breakfast included,Non-refundable,241.11,EUR,Available,TN
2025-05-21,Address Istanbul,"Deluxe City View Twin,1 King Bed,Nonsmoking",Breakfast included,Non-refundable,241.11,EUR,Available,TN
2025-05-15,Address Istanbul,"Premier Club Corner Double room (cama doble) (el tipo de cama está sujeto a disponibilidad, habitación de esquina)",Alojamiento y Desayuno,Refundable,436.29,EUR,Available,TN
2025-05-16,Address Istanbul,"Premier Club Corner Double room (cama doble) (el tipo de cama está sujeto a disponibilidad, habitación de esquina)",Alojamiento y Desayuno,Refundable,436.29,EUR,Available,TN
2025-05-17,Address Istanbul,"Premier Club Corner Double room (cama doble) (el tipo de cama está sujeto a disponibilidad, habitación de esquina)",Alojamiento y Desayuno,Refundable,436.29,EUR,Available,TN
2025-05-18,Address Istanbul,"Premier Club Corner Double room (cama doble) (el tipo de cama está sujeto a disponibilidad, habitación de esquina)",Alojamiento y Desayuno,Refundable,436.29,EUR,Available,TN
2025-05-19,Address Istanbul,"Premier Club Corner Double room (cama doble) (el tipo de cama está sujeto a disponibilidad, habitación de esquina)",Alojamiento y Desayuno,Refundable,436.29,EUR,Available,TN
2025-05-20,Address Istanbul,"Premier Club Corner Double room (cama doble) (el tipo de cama está sujeto a disponibilidad, habitación de esquina)",Alojamiento y Desayuno,Refundable,436.29,EUR,Available,TN
2025-05-21,Address Istanbul,"Premier Club Corner Double room (cama doble) (el tipo de cama está sujeto a disponibilidad, habitación de esquina)",Alojamiento y Desayuno,Refundable,436.29,EUR,Available,TN
2025-05-22,Address Istanbul,Double Deluxe City View,Room Only,Non-refundable,150.01,EUR,Available,TN
2025-05-23,Address Istanbul,Double Deluxe City View,Room Only,Non-refundable,150.01,EUR,Available,TN
2025-05-24,Address Istanbul,Double Deluxe City View,Room Only,Non-refundable,150.01,EUR,Available,TN
2025-05-25,Address Istanbul,Double Deluxe City View,Room Only,Non-refundable,150.01,EUR,Available,TN
2025-05-26,Address Istanbul,Double Deluxe City View,Room Only,Non-refundable,150.01,EUR,Available,TN
2025-05-27,Address Istanbul,Double Deluxe City View,Room Only,Non-refundable,150.01,EUR,Available,TN
2025-05-28,Address Istanbul,Double Deluxe City View,Room Only,Non-refundable,150.01,EUR,Available,TN
2025-05-22,Address Istanbul,DOUBLE DELUXE ROOM,Room Only,Refundable,152.64,EUR,Available,TN
2025-05-23,Address Istanbul,DOUBLE DELUXE ROOM,Room Only,Refundable,152.64,EUR,Available,TN
2025-05-24,Address Istanbul,DOUBLE DELUXE ROOM,Room Only,Refundable,152.64,EUR,Available,TN
2025-05-25,Address Istanbul,DOUBLE DELUXE ROOM,Room Only,Refundable,152.64,EUR,Available,TN
2025-05-26,Address Istanbul,DOUBLE DELUXE ROOM,Room Only,Refundable,152.64,EUR,Available,TN
2025-05-27,Address Istanbul,DOUBLE DELUXE ROOM,Room Only,Refundable,152.64,EUR,Available,TN
2025-05-28,Address Istanbul,DOUBLE DELUXE ROOM,Room Only,Refundable,152.64,EUR,Available,TN
2025-05-22,Address Istanbul,Double Deluxe City View,Bed and Breakfast,Non-refundable,172.24,EUR,Available,TN
2025-05-23,Address Istanbul,Double Deluxe City View,Bed and Breakfast,Non-refundable,172.24,EUR,Available,TN
2025-05-24,Address Istanbul,Double Deluxe City View,Bed and Breakfast,Non-refundable,172.24,EUR,Available,TN
2025-05-25,Address Istanbul,Double Deluxe City View,Bed and Breakfast,Non-refundable,172.24,EUR,Available,TN
2025-05-26,Address Istanbul,Double Deluxe City View,Bed and Breakfast,Non-refundable,172.24,EUR,Available,TN
2025-05-27,Address Istanbul,Double Deluxe City View,Bed and Breakfast,Non-refundable,172.24,EUR,Available,TN
2025-05-28,Address Istanbul,Double Deluxe City View,Bed and Breakfast,Non-refundable,172.24,EUR,Available,TN
2025-05-22,Address Istanbul,DOUBLE DELUXE ROOM,Bed&Breakfast,Refundable,173.68,EUR,Available,TN
2025-05-23,Address Istanbul,DOUBLE DELUXE ROOM,Bed&Breakfast,Refundable,173.68,EUR,Available,TN
2025-05-24,Address Istanbul,DOUBLE DELUXE ROOM,Bed&Breakfast,Refundable,173.68,EUR,Available,TN
2025-05-25,Address Istanbul,DOUBLE DELUXE ROOM,Bed&Breakfast,Refundable,173.68,EUR,Available,TN
2025-05-26,Address Istanbul,DOUBLE DELUXE ROOM,Bed&Breakfast,Refundable,173.68,EUR,Available,TN
2025-05-27,Address Istanbul,DOUBLE DELUXE ROOM,Bed&Breakfast,Refundable,173.68,EUR,Available,TN
2025-05-28,Address Istanbul,DOUBLE DELUXE ROOM,Bed&Breakfast,Refundable,173.68,EUR,Available,TN
2025-05-22,Address Istanbul,Deluxe City View ,Bed&Breakfast,Non-refundable,178.27,EUR,Available,TN
2025-05-23,Address Istanbul,Deluxe City View ,Bed&Breakfast,Non-refundable,178.27,EUR,Available,TN
2025-05-24,Address Istanbul,Deluxe City View ,Bed&Breakfast,Non-refundable,178.27,EUR,Available,TN
2025-05-25,Address Istanbul,Deluxe City View ,Bed&Breakfast,Non-refundable,178.27,EUR,Available,TN
2025-05-26,Address Istanbul,Deluxe City View ,Bed&Breakfast,Non-refundable,178.27,EUR,Available,TN
2025-05-27,Address Istanbul,Deluxe City View ,Bed&Breakfast,Non-refundable,178.27,EUR,Available,TN
2025-05-28,Address Istanbul,Deluxe City View ,Bed&Breakfast,Non-refundable,178.27,EUR,Available,TN
2025-05-22,Address Istanbul,Deluxe Room King - Twin ,Bed&Breakfast (Non-Alcoholic),Non-refundable,178.96,EUR,Available,TN
2025-05-23,Address Istanbul,Deluxe Room King - Twin ,Bed&Breakfast (Non-Alcoholic),Non-refundable,178.96,EUR,Available,TN
2025-05-24,Address Istanbul,Deluxe Room King - Twin ,Bed&Breakfast (Non-Alcoholic),Non-refundable,178.96,EUR,Available,TN
2025-05-25,Address Istanbul,Deluxe Room King - Twin ,Bed&Breakfast (Non-Alcoholic),Non-refundable,178.96,EUR,Available,TN
2025-05-26,Address Istanbul,Deluxe Room King - Twin ,Bed&Breakfast (Non-Alcoholic),Non-refundable,178.96,EUR,Available,TN
2025-05-27,Address Istanbul,Deluxe Room King - Twin ,Bed&Breakfast (Non-Alcoholic),Non-refundable,178.96,EUR,Available,TN
2025-05-28,Address Istanbul,Deluxe Room King - Twin ,Bed&Breakfast (Non-Alcoholic),Non-refundable,178.96,EUR,Available,TN
2025-05-22,Address Istanbul,DELUXE CITY VIEW ROOM,Bed & Breakfast,Non-refundable,179.81,EUR,Available,TN
2025-05-23,Address Istanbul,DELUXE CITY VIEW ROOM,Bed & Breakfast,Non-refundable,179.81,EUR,Available,TN
2025-05-24,Address Istanbul,DELUXE CITY VIEW ROOM,Bed & Breakfast,Non-refundable,179.81,EUR,Available,TN
2025-05-25,Address Istanbul,DELUXE CITY VIEW ROOM,Bed & Breakfast,Non-refundable,179.81,EUR,Available,TN
2025-05-26,Address Istanbul,DELUXE CITY VIEW ROOM,Bed & Breakfast,Non-refundable,179.81,EUR,Available,TN
2025-05-27,Address Istanbul,DELUXE CITY VIEW ROOM,Bed & Breakfast,Non-refundable,179.81,EUR,Available,TN
2025-05-28,Address Istanbul,DELUXE CITY VIEW ROOM,Bed & Breakfast,Non-refundable,179.81,EUR,Available,TN
2025-05-22,Address Istanbul,Habitación - Vista Ciudad,Sólo Alojamiento,Non-refundable,184.26,EUR,Available,TN
2025-05-23,Address Istanbul,Habitación - Vista Ciudad,Sólo Alojamiento,Non-refundable,184.26,EUR,Available,TN
2025-05-24,Address Istanbul,Habitación - Vista Ciudad,Sólo Alojamiento,Non-refundable,184.26,EUR,Available,TN
2025-05-25,Address Istanbul,Habitación - Vista Ciudad,Sólo Alojamiento,Non-refundable,184.26,EUR,Available,TN
2025-05-26,Address Istanbul,Habitación - Vista Ciudad,Sólo Alojamiento,Non-refundable,184.26,EUR,Available,TN
2025-05-27,Address Istanbul,Habitación - Vista Ciudad,Sólo Alojamiento,Non-refundable,184.26,EUR,Available,TN
2025-05-28,Address Istanbul,Habitación - Vista Ciudad,Sólo Alojamiento,Non-refundable,184.26,EUR,Available,TN
2025-05-22,Address Istanbul,Deluxe Room	,Bed&Breakfast (Non-Alcoholic),Refundable,188.25,EUR,Available,TN
2025-05-23,Address Istanbul,Deluxe Room	,Bed&Breakfast (Non-Alcoholic),Refundable,188.25,EUR,Available,TN
2025-05-24,Address Istanbul,Deluxe Room	,Bed&Breakfast (Non-Alcoholic),Refundable,188.25,EUR,Available,TN
2025-05-25,Address Istanbul,Deluxe Room	,Bed&Breakfast (Non-Alcoholic),Refundable,188.25,EUR,Available,TN
2025-05-26,Address Istanbul,Deluxe Room	,Bed&Breakfast (Non-Alcoholic),Refundable,188.25,EUR,Available,TN
2025-05-27,Address Istanbul,Deluxe Room	,Bed&Breakfast (Non-Alcoholic),Refundable,188.25,EUR,Available,TN
2025-05-28,Address Istanbul,Deluxe Room	,Bed&Breakfast (Non-Alcoholic),Refundable,188.25,EUR,Available,TN
2025-05-22,Address Istanbul,Premier City View*,Bed and Breakfast,Refundable,200.16,EUR,Available,TN
2025-05-23,Address Istanbul,Premier City View*,Bed and Breakfast,Refundable,200.16,EUR,Available,TN
2025-05-24,Address Istanbul,Premier City View*,Bed and Breakfast,Refundable,200.16,EUR,Available,TN
2025-05-25,Address Istanbul,Premier City View*,Bed and Breakfast,Refundable,200.16,EUR,Available,TN
2025-05-26,Address Istanbul,Premier City View*,Bed and Breakfast,Refundable,200.16,EUR,Available,TN
2025-05-27,Address Istanbul,Premier City View*,Bed and Breakfast,Refundable,200.16,EUR,Available,TN
2025-05-28,Address Istanbul,Premier City View*,Bed and Breakfast,Refundable,200.16,EUR,Available,TN
2025-05-22,Address Istanbul,Habitación - Vista Ciudad,Sólo Alojamiento,Refundable,209.69,EUR,Available,TN
2025-05-23,Address Istanbul,Habitación - Vista Ciudad,Sólo Alojamiento,Refundable,209.69,EUR,Available,TN
2025-05-24,Address Istanbul,Habitación - Vista Ciudad,Sólo Alojamiento,Refundable,209.69,EUR,Available,TN
2025-05-25,Address Istanbul,Habitación - Vista Ciudad,Sólo Alojamiento,Refundable,209.69,EUR,Available,TN
2025-05-26,Address Istanbul,Habitación - Vista Ciudad,Sólo Alojamiento,Refundable,209.69,EUR,Available,TN
2025-05-27,Address Istanbul,Habitación - Vista Ciudad,Sólo Alojamiento,Refundable,209.69,EUR,Available,TN
2025-05-28,Address Istanbul,Habitación - Vista Ciudad,Sólo Alojamiento,Refundable,209.69,EUR,Available,TN
2025-05-22,Address Istanbul,Habitación - Vista Ciudad,Alojamiento y Desayuno,Non-refundable,216.97,EUR,Available,TN
2025-05-23,Address Istanbul,Habitación - Vista Ciudad,Alojamiento y Desayuno,Non-refundable,216.97,EUR,Available,TN
2025-05-24,Address Istanbul,Habitación - Vista Ciudad,Alojamiento y Desayuno,Non-refundable,216.97,EUR,Available,TN
2025-05-25,Address Istanbul,Habitación - Vista Ciudad,Alojamiento y Desayuno,Non-refundable,216.97,EUR,Available,TN
2025-05-26,Address Istanbul,Habitación - Vista Ciudad,Alojamiento y Desayuno,Non-refundable,216.97,EUR,Available,TN
2025-05-27,Address Istanbul,Habitación - Vista Ciudad,Alojamiento y Desayuno,Non-refundable,216.97,EUR,Available,TN
2025-05-28,Address Istanbul,Habitación - Vista Ciudad,Alojamiento y Desayuno,Non-refundable,216.97,EUR,Available,TN
2025-05-22,Address Istanbul,Premier City View Room Premier City View Room,Breakfast,Refundable,218.24,EUR,Available,TN
2025-05-23,Address Istanbul,Premier City View Room Premier City View Room,Breakfast,Refundable,218.24,EUR,Available,TN
2025-05-24,Address Istanbul,Premier City View Room Premier City View Room,Breakfast,Refundable,218.24,EUR,Available,TN
2025-05-25,Address Istanbul,Premier City View Room Premier City View Room,Breakfast,Refundable,218.24,EUR,Available,TN
2025-05-26,Address Istanbul,Premier City View Room Premier City View Room,Breakfast,Refundable,218.24,EUR,Available,TN
2025-05-27,Address Istanbul,Premier City View Room Premier City View Room,Breakfast,Refundable,218.24,EUR,Available,TN
2025-05-28,Address Istanbul,Premier City View Room Premier City View Room,Breakfast,Refundable,218.24,EUR,Available,TN
2025-05-22,Address Istanbul,"Deluxe City View Twin,1 King Bed,Nonsmoking",Breakfast included,Non-refundable,241.11,EUR,Available,TN
2025-05-23,Address Istanbul,"Deluxe City View Twin,1 King Bed,Nonsmoking",Breakfast included,Non-refundable,241.11,EUR,Available,TN
2025-05-24,Address Istanbul,"Deluxe City View Twin,1 King Bed,Nonsmoking",Breakfast included,Non-refundable,241.11,EUR,Available,TN
2025-05-25,Address Istanbul,"Deluxe City View Twin,1 King Bed,Nonsmoking",Breakfast included,Non-refundable,241.11,EUR,Available,TN
2025-05-26,Address Istanbul,"Deluxe City View Twin,1 King Bed,Nonsmoking",Breakfast included,Non-refundable,241.11,EUR,Available,TN
2025-05-27,Address Istanbul,"Deluxe City View Twin,1 King Bed,Nonsmoking",Breakfast included,Non-refundable,241.11,EUR,Available,TN
2025-05-28,Address Istanbul,"Deluxe City View Twin,1 King Bed,Nonsmoking",Breakfast included,Non-refundable,241.11,EUR,Available,TN
2025-05-22,Address Istanbul,Habitación Esquina,Alojamiento y Desayuno,Refundable,549.35,EUR,Available,TN
2025-05-23,Address Istanbul,Habitación Esquina,Alojamiento y Desayuno,Refundable,549.35,EUR,Available,TN
2025-05-24,Address Istanbul,Habitación Esquina,Alojamiento y Desayuno,Refundable,549.35,EUR,Available,TN
2025-05-25,Address Istanbul,Habitación Esquina,Alojamiento y Desayuno,Refundable,549.35,EUR,Available,TN
2025-05-26,Address Istanbul,Habitación Esquina,Alojamiento y Desayuno,Refundable,549.35,EUR,Available,TN
2025-05-27,Address Istanbul,Habitación Esquina,Alojamiento y Desayuno,Refundable,549.35,EUR,Available,TN
2025-05-28,Address Istanbul,Habitación Esquina,Alojamiento y Desayuno,Refundable,549.35,EUR,Available,TN
2025-05-01,Best Western Empire Palace,"Standard Room, 1 Double Bed, Non Smoking (1 Double Bed)",Breakfast,Non-refundable,143.02,EUR,Available,TN
2025-05-02,Best Western Empire Palace,"Standard Room, 1 Double Bed, Non Smoking (1 Double Bed)",Breakfast,Non-refundable,143.02,EUR,Available,TN
2025-05-03,Best Western Empire Palace,"Standard Room, 1 Double Bed, Non Smoking (1 Double Bed)",Breakfast,Non-refundable,143.02,EUR,Available,TN
2025-05-04,Best Western Empire Palace,"Standard Room, 1 Double Bed, Non Smoking (1 Double Bed)",Breakfast,Non-refundable,143.02,EUR,Available,TN
2025-05-05,Best Western Empire Palace,"Standard Room, 1 Double Bed, Non Smoking (1 Double Bed)",Breakfast,Non-refundable,143.02,EUR,Available,TN
2025-05-06,Best Western Empire Palace,"Standard Room, 1 Double Bed, Non Smoking (1 Double Bed)",Breakfast,Non-refundable,143.02,EUR,Available,TN
2025-05-07,Best Western Empire Palace,"Standard Room, 1 Double Bed, Non Smoking (1 Double Bed)",Breakfast,Non-refundable,143.02,EUR,Available,TN
2025-05-01,Best Western Empire Palace,DOUBLE STANDARD,Bed & Breakfast,Non-refundable,147.27,EUR,Available,TN
2025-05-02,Best Western Empire Palace,DOUBLE STANDARD,Bed & Breakfast,Non-refundable,147.27,EUR,Available,TN
2025-05-03,Best Western Empire Palace,DOUBLE STANDARD,Bed & Breakfast,Non-refundable,147.27,EUR,Available,TN
2025-05-04,Best Western Empire Palace,DOUBLE STANDARD,Bed & Breakfast,Non-refundable,147.27,EUR,Available,TN
2025-05-05,Best Western Empire Palace,DOUBLE STANDARD,Bed & Breakfast,Non-refundable,147.27,EUR,Available,TN
2025-05-06,Best Western Empire Palace,DOUBLE STANDARD,Bed & Breakfast,Non-refundable,147.27,EUR,Available,TN
2025-05-07,Best Western Empire Palace,DOUBLE STANDARD,Bed & Breakfast,Non-refundable,147.27,EUR,Available,TN
2025-05-01,Best Western Empire Palace,Double Room,Bed and Breakfast,Non-refundable,154.21,EUR,Available,TN
2025-05-02,Best Western Empire Palace,Double Room,Bed and Breakfast,Non-refundable,154.21,EUR,Available,TN
2025-05-03,Best Western Empire Palace,Double Room,Bed and Breakfast,Non-refundable,154.21,EUR,Available,TN
2025-05-04,Best Western Empire Palace,Double Room,Bed and Breakfast,Non-refundable,154.21,EUR,Available,TN
2025-05-05,Best Western Empire Palace,Double Room,Bed and Breakfast,Non-refundable,154.21,EUR,Available,TN
2025-05-06,Best Western Empire Palace,Double Room,Bed and Breakfast,Non-refundable,154.21,EUR,Available,TN
2025-05-07,Best Western Empire Palace,Double Room,Bed and Breakfast,Non-refundable,154.21,EUR,Available,TN
2025-05-01,Best Western Empire Palace,Triple Room - Non-refundable,Bed&Breakfast (Non-Alcoholic),Non-refundable,159.4,EUR,Available,TN
2025-05-02,Best Western Empire Palace,Triple Room - Non-refundable,Bed&Breakfast (Non-Alcoholic),Non-refundable,159.4,EUR,Available,TN
2025-05-03,Best Western Empire Palace,Triple Room - Non-refundable,Bed&Breakfast (Non-Alcoholic),Non-refundable,159.4,EUR,Available,TN
2025-05-04,Best Western Empire Palace,Triple Room - Non-refundable,Bed&Breakfast (Non-Alcoholic),Non-refundable,159.4,EUR,Available,TN
2025-05-05,Best Western Empire Palace,Triple Room - Non-refundable,Bed&Breakfast (Non-Alcoholic),Non-refundable,159.4,EUR,Available,TN
2025-05-06,Best Western Empire Palace,Triple Room - Non-refundable,Bed&Breakfast (Non-Alcoholic),Non-refundable,159.4,EUR,Available,TN
